FECHA,TMAX,TMIN,NOMBRE
2030-02-20,23,8.1,LAS LOMITAS
2030-02-20,18.8,2,MALARGUE AERO
2030-02-20,11.3,3.5,MAQUINCHAO
2030-02-20,15.6,4.5,MAR DEL PLATA AERO
2030-02-20,18.8,1.3,MARCOS JUAREZ AERO
2030-02-20,,5.5,MARIANO MORENO AERO
2030-02-20,19.2,4,MENDOZA AERO
2030-02-20,,4.9,MENDOZA OBSERVATORIO
2030-02-20,20.5,6.2,MERCEDES AERO (CTES)
2030-02-20,,6.3,MERLO AERO
2030-02-20,20.4,5,METAN
2030-02-20,19.4,5.8,MONTE CASEROS AERO
2030-02-20,17.2,6.3,MORON AERO
2030-02-20,18.2,6,NEUQUEN AERO
2030-02-20,16.5,5.9,NUEVE DE JULIO
2030-02-20,16,9,OBERA
2030-02-20,16.3,1.9,OLAVARRIA AERO
2030-02-20,23.1,12.1,ORAN AERO
2030-02-20,18.2,6,PARANA AERO
2030-02-20,13,-2.3,PASO DE INDIOS
2030-02-20,18.5,8,PASO DE LOS LIBRES AERO
2030-02-20,16.8,5.7,PEHUAJO AERO
2030-02-20,7.1,,PERITO MORENO AERO
2030-02-20,18.7,0.8,PIGUE AERO
2030-02-20,21,2,PILAR OBSERVATORIO
2030-02-20,18.4,11.4,POSADAS AERO
2030-02-20,20.7,4.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2030-02-20,10.4,-1,PUERTO DESEADO AERO
2030-02-20,16.2,1.2,PUERTO MADRYN AERO
2030-02-20,17.5,5.5,PUNTA INDIO B.A.
2030-02-20,19,5,RAFAELA AERO
2030-02-20,18.8,5.7,RECONQUISTA AERO
2030-02-20,21.7,8.1,RESISTENCIA AERO
2030-02-20,17,0.7,RIO CUARTO AERO
2030-02-20,7,-0.7,RIO GALLEGOS AERO
2030-02-20,5,-3.6,RIO GRANDE B.A.
2030-02-20,21,9.8,RIVADAVIA
2030-02-20,18,2.6,ROSARIO AERO
2030-02-20,21.5,-0.5,SALTA AERO
2030-02-20,16.8,6.4,SAN ANTONIO OESTE AERO
2030-02-20,17.1,6.6,SAN FERNANDO AERO
2030-02-20,19.5,2.2,SAN JUAN AERO
2030-02-20,8.5,-0.7,SAN JULIAN AERO
2030-02-20,18.8,5.6,SAN LUIS AERO
2030-02-20,18.7,2.2,SAN MARTIN (MZA)
2030-02-20,18,2.6,SAN RAFAEL AERO
2030-02-20,7.8,-3,SANTA CRUZ AERO
2030-02-20,19.3,5,SANTA ROSA AERO
2030-02-20,17.7,-2.4,SANTA ROSA DE CONLARA AERO
2030-02-20,23.4,3.6,SANTIAGO DEL ESTERO AERO
2030-02-20,19.2,3.5,SAUCE VIEJO AERO
2030-02-20,19.2,4.3,SUNCHALES AERO
2030-02-20,13.5,3.4,TANDIL AERO
2030-02-20,23,6,TARTAGAL AERO
2030-02-20,19.2,2.9,TERMAS DE RIO HONDO AERO
2030-02-20,24,-1,TINOGASTA
2030-02-20,15.8,0.8,TRELEW AERO
2030-02-20,18,4.5,TRENQUE LAUQUEN
2030-02-20,17.1,3.9,TRES ARROYOS
2030-02-20,20.7,6.4,TUCUMAN AERO
2030-02-20,6.9,-1,USHUAIA AERO
2030-02-20,20,1.6,USPALLATA
2030-02-20,17.8,2,VENADO TUERTO AERO
2030-02-20,19.2,5.3,VICTORICA
2030-02-20,15.7,3.7,VIEDMA AERO
2030-02-20,22,0.2,VILLA DE MARIA DEL RIO SECO
2030-02-20,19,4.4,VILLA DOLORES AERO
2030-02-20,15.6,4.6,VILLA GESELL AERO
2030-02-20,20.2,-2.3,VILLA REYNOLDS AERO
2030-02-10,17.3,5.4,AEROPARQUE AERO
2030-02-10,14,-3.2,AZUL AERO
2030-02-10,17.2,-0.7,BAHIA BLANCA AERO
2030-02-10,13.5,0.4,BARILOCHE AERO
2030-02-10,-16.8,-22.1,BASE BELGRANO II
2030-02-10,2.8,-1.3,BASE CARLINI (EX JUBANY)
2030-02-10,-2,-8.5,BASE ESPERANZA
2030-02-10,-7.6,-16.8,BASE MARAMBIO
2030-02-10,-2.1,-3.9,BASE ORCADAS
2030-02-10,-1.5,-2.8,BASE SAN MARTIN
2030-02-10,13.2,-3.3,BENITO JUAREZ
2030-02-10,19.5,7.8,BERNARDO DE IRIGOYEN AERO
2030-02-10,16.7,-1.2,BOLIVAR AERO
2030-02-10,18.3,3.8,BUENOS AIRES OBSERVATORIO
2030-02-10,16.5,-1.2,CAMPO DE MAYO AERO
2030-02-10,22,3.2,CATAMARCA AERO
2030-02-10,19,3.8,CERES AERO
2030-02-10,19.5,5.3,CHAMICAL AERO
2030-02-10,14.8,-0.8,CHAPELCO AERO
2030-02-10,16.9,5.5,CHEPES
2030-02-10,,,CHILECITO AERO
2030-02-10,18.1,7.7,COMODORO RIVADAVIA AERO
2030-02-10,16.7,1,CONCORDIA AERO
2030-02-10,19.3,1.4,CORDOBA AERO
2030-02-10,19.1,3.2,CORDOBA OBSERVATORIO
2030-02-10,15.4,-3.8,CORONEL SUAREZ AERO
2030-02-10,17.1,7.3,CORRIENTES AERO
2030-02-10,15.2,0.8,DOLORES AERO
2030-02-10,16.2,-0.4,EL BOLSON AERO
2030-02-10,8,-1.1,EL CALAFATE AERO
2030-02-10,17.6,-2.1,EL PALOMAR AERO
2030-02-10,,-2,ESCUELA DE AVIACION MILITAR AERO
2030-02-10,15.2,-0.2,ESQUEL AERO
2030-02-10,17.3,1,EZEIZA AERO
2030-02-10,17.8,7.8,FORMOSA AERO
2030-02-10,19.4,1,GENERAL PICO AERO
2030-02-10,9.6,1,GOBERNADOR GREGORES AERO
2030-02-10,18,1.4,GUALEGUAYCHU AERO
2030-02-10,20.3,8.4,IGUAZU AERO
2030-02-10,18,7.5,ITUZAINGO
2030-02-10,17.8,,JACHAL
2030-02-10,19,7.2,JUJUY AERO
2030-02-10,,9,JUJUY U N
2030-02-10,18.2,-1.3,JUNIN AERO
2030-02-10,16.7,1.4,LA PLATA AERO
2030-02-10,16,-7,LA QUIACA OBSERVATORIO
2030-02-10,20.6,1.2,LA RIOJA AERO
2030-02-10,20.1,-1.3,LABOULAYE AERO
2030-02-10,15.5,0.5,LAS FLORES
2030-02-10,19.5,7.6,LAS LOMITAS
2030-02-10,17.8,-4.5,MALARGUE AERO
2030-02-10,15,-5.4,MAQUINCHAO
2030-02-10,15,-0.3,MAR DEL PLATA AERO
2030-02-10,18.5,-1.7,MARCOS JUAREZ AERO
2030-02-10,,-0.3,MARIANO MORENO AERO
2030-02-10,15,2.2,MENDOZA AERO
2030-02-10,,3,MENDOZA OBSERVATORIO
2030-02-10,16.8,6.8,MERCEDES AERO (CTES)
2030-02-10,,0.5,MERLO AERO
2030-02-10,17.1,7,METAN
2030-02-10,16,4.5,MONTE CASEROS AERO
2030-02-10,17,2.4,MORON AERO
2030-02-10,18.7,-1.8,NEUQUEN AERO
2030-02-10,17.1,1.7,NUEVE DE JULIO
2030-02-10,,,OBERA
2030-02-10,14.7,-1.9,OLAVARRIA AERO
2030-02-10,21.5,6.9,ORAN AERO
2030-02-10,17.4,3.6,PARANA AERO
2030-02-10,17.2,2.2,PASO DE INDIOS
2030-02-10,16,5.4,PASO DE LOS LIBRES AERO
2030-02-10,17.6,0.3,PEHUAJO AERO
2030-02-10,,3.4,PERITO MORENO AERO
2030-02-10,14,-2.7,PIGUE AERO
2030-02-10,18.7,1.5,PILAR OBSERVATORIO
2030-02-10,18.6,7,POSADAS AERO
2030-02-10,17.9,3.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2030-02-10,10.6,2,PUERTO DESEADO AERO
2030-02-10,18,0,PUERTO MADRYN AERO
2030-02-10,15.5,-0.5,PUNTA INDIO B.A.
2030-02-10,18,3.6,RAFAELA AERO
2030-02-10,17.3,5.6,RECONQUISTA AERO
2030-02-10,17.8,6.4,RESISTENCIA AERO
2030-02-10,19.4,3.7,RIO CUARTO AERO
2030-02-10,6.4,1.5,RIO GALLEGOS AERO
2030-02-10,6,-0.5,RIO GRANDE B.A.
2030-02-10,22,6.3,RIVADAVIA
2030-02-10,18,0.2,ROSARIO AERO
2030-02-10,14.8,7.8,SALTA AERO
2030-02-10,19.7,0.6,SAN ANTONIO OESTE AERO
2030-02-10,16.9,-0.4,SAN FERNANDO AERO
2030-02-10,20,1.3,SAN JUAN AERO
2030-02-10,7.5,0.9,SAN JULIAN AERO
2030-02-10,17.7,4.2,SAN LUIS AERO
2030-02-10,16.3,1.9,SAN MARTIN (MZA)
2030-02-10,19.5,-0.4,SAN RAFAEL AERO
2030-02-10,6,0.7,SANTA CRUZ AERO
2030-02-10,19,-2.4,SANTA ROSA AERO
2030-02-10,17.5,-4.1,SANTA ROSA DE CONLARA AERO
2030-02-10,20.8,3.2,SANTIAGO DEL ESTERO AERO
2030-02-10,18.6,-0.3,SAUCE VIEJO AERO
2030-02-10,18.2,2.5,SUNCHALES AERO
2030-02-10,14.6,-5.2,TANDIL AERO
2030-02-10,19.5,5.2,TARTAGAL AERO
2030-02-10,18.7,3.8,TERMAS DE RIO HONDO AERO
2030-02-10,18.5,0,TINOGASTA
2030-02-10,19,-1.2,TRELEW AERO
2030-02-10,18.9,-0.2,TRENQUE LAUQUEN
2030-02-10,16.3,1.2,TRES ARROYOS
2030-02-10,19,6.5,TUCUMAN AERO
2030-02-10,6.4,0.9,USHUAIA AERO
2030-02-10,20,-1.1,USPALLATA
2030-02-10,18.4,-0.7,VENADO TUERTO AERO
2030-02-10,,,VICTORICA
2030-02-10,17.8,-0.1,VIEDMA AERO
2030-02-10,19.5,0.4,VILLA DE MARIA DEL RIO SECO
2030-02-10,17.4,3.2,VILLA DOLORES AERO
2030-02-10,13.6,-2.1,VILLA GESELL AERO
2030-02-10,21.2,-3.4,VILLA REYNOLDS AERO
2025-05-31,18.1,7.8,AEROPARQUE AERO
2025-05-31,14.6,-1.7,AZUL AERO
2025-05-31,12.7,-0.4,BAHIA BLANCA AERO
2025-05-31,8.9,2.6,BARILOCHE AERO
2025-05-31,-6.6,-19.1,BASE BELGRANO II
2025-05-31,3,-1,BASE CARLINI (EX JUBANY)
2025-05-31,-3.2,-7.3,BASE ESPERANZA
2025-05-31,-11.2,-15.6,BASE MARAMBIO
2025-05-31,-2.8,-7.5,BASE ORCADAS
2025-05-31,-1,-3.2,BASE SAN MARTIN
2025-05-31,13.2,-0.6,BENITO JUAREZ
2025-05-31,16,6.8,BERNARDO DE IRIGOYEN AERO
2025-05-31,15.3,1.2,BOLIVAR AERO
2025-05-31,19.3,7,BUENOS AIRES OBSERVATORIO
2025-05-31,17.7,5.6,CAMPO DE MAYO AERO
2025-05-31,18.6,1.9,CATAMARCA AERO
2025-05-31,19.5,1.4,CERES AERO
2025-05-31,19,0.5,CHAMICAL AERO
2025-05-31,11.2,1.4,CHAPELCO AERO
2025-05-31,16,-0.4,CHEPES
2025-05-31,,,CHILECITO AERO
2025-05-31,13.7,5.8,COMODORO RIVADAVIA AERO
2025-05-31,16.7,3,CONCORDIA AERO
2025-05-31,18.6,1.3,CORDOBA AERO
2025-05-31,20,3.4,CORDOBA OBSERVATORIO
2025-05-31,14.1,-1.6,CORONEL SUAREZ AERO
2025-05-31,16.6,6.1,CORRIENTES AERO
2025-05-31,15.1,2.1,DOLORES AERO
2025-05-31,11.1,-1.9,EL BOLSON AERO
2025-05-31,9.4,1.4,EL CALAFATE AERO
2025-05-31,17.5,2.8,EL PALOMAR AERO
2025-05-31,,1.5,ESCUELA DE AVIACION MILITAR AERO
2025-05-31,9.8,1.4,ESQUEL AERO
2025-05-31,16.7,3.9,EZEIZA AERO
2025-05-31,18.4,6.4,FORMOSA AERO
2025-05-31,16.5,-0.5,GENERAL PICO AERO
2025-05-31,8.5,-0.5,GOBERNADOR GREGORES AERO
2025-05-31,17.2,3.5,GUALEGUAYCHU AERO
2025-05-31,18.3,4.4,IGUAZU AERO
2025-05-31,17,8,ITUZAINGO
2025-05-31,13.5,,JACHAL
2025-05-31,20.2,0.8,JUJUY AERO
2025-05-31,17.2,2.9,JUJUY U N
2025-05-31,16.6,2.8,JUNIN AERO
2025-05-31,17,4.8,LA PLATA AERO
2025-05-31,17.8,-5.3,LA QUIACA OBSERVATORIO
2025-05-31,18.4,2,LA RIOJA AERO
2025-05-31,17.9,2.3,LABOULAYE AERO
2025-05-31,15,3,LAS FLORES
2025-05-31,20.5,6.3,LAS LOMITAS
2025-05-31,14,-4.5,MALARGUE AERO
2025-05-31,9,-5.8,MAQUINCHAO
2025-05-31,15.5,1.3,MAR DEL PLATA AERO
2025-05-31,18.8,-0.1,MARCOS JUAREZ AERO
2025-05-31,,3.5,MARIANO MORENO AERO
2025-05-31,15.3,3.2,MENDOZA AERO
2025-05-31,,4.1,MENDOZA OBSERVATORIO
2025-05-31,16.6,6.2,MERCEDES AERO (CTES)
2025-05-31,,4.3,MERLO AERO
2025-05-31,17.6,3.9,METAN
2025-05-31,16,4.6,MONTE CASEROS AERO
2025-05-31,16.8,4.8,MORON AERO
2025-05-31,15,0.9,NEUQUEN AERO
2025-05-31,17,3.2,NUEVE DE JULIO
2025-05-31,16,5,OBERA
2025-05-31,15.1,-1.7,OLAVARRIA AERO
2025-05-31,21,5.7,ORAN AERO
2025-05-31,17.4,4.2,PARANA AERO
2025-05-31,11.5,2.3,PASO DE INDIOS
2025-05-31,16.2,6.4,PASO DE LOS LIBRES AERO
2025-05-31,15.7,2.5,PEHUAJO AERO
2025-05-31,9.1,4.5,PERITO MORENO AERO
2025-05-31,12,1,PIGUE AERO
2025-05-31,19.3,2.4,PILAR OBSERVATORIO
2025-05-31,15.2,7.8,POSADAS AERO
2025-05-31,18.7,0.8,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-31,8.1,2.5,PUERTO DESEADO AERO
2025-05-31,13.2,1.8,PUERTO MADRYN AERO
2025-05-31,17.5,5,PUNTA INDIO B.A.
2025-05-31,19,3.5,RAFAELA AERO
2025-05-31,17.1,4.3,RECONQUISTA AERO
2025-05-31,17.5,4.5,RESISTENCIA AERO
2025-05-31,17.5,2.7,RIO CUARTO AERO
2025-05-31,7,-0.3,RIO GALLEGOS AERO
2025-05-31,5.7,2.2,RIO GRANDE B.A.
2025-05-31,23.5,4.8,RIVADAVIA
2025-05-31,18.8,1.3,ROSARIO AERO
2025-05-31,18.3,-0.4,SALTA AERO
2025-05-31,15.2,-1.2,SAN ANTONIO OESTE AERO
2025-05-31,17.6,5.4,SAN FERNANDO AERO
2025-05-31,16.9,0,SAN JUAN AERO
2025-05-31,7.9,0.7,SAN JULIAN AERO
2025-05-31,19,3.3,SAN LUIS AERO
2025-05-31,15.6,2.6,SAN MARTIN (MZA)
2025-05-31,14,0.6,SAN RAFAEL AERO
2025-05-31,9.2,1.5,SANTA CRUZ AERO
2025-05-31,15.2,-0.4,SANTA ROSA AERO
2025-05-31,19.4,-4.9,SANTA ROSA DE CONLARA AERO
2025-05-31,21.2,-0.2,SANTIAGO DEL ESTERO AERO
2025-05-31,18.5,0.6,SAUCE VIEJO AERO
2025-05-31,19.5,2.2,SUNCHALES AERO
2025-05-31,14.5,1.5,TANDIL AERO
2025-05-31,20,5.1,TARTAGAL AERO
2025-05-31,19.2,0.5,TERMAS DE RIO HONDO AERO
2025-05-31,16.5,0.5,TINOGASTA
2025-05-31,12.8,3,TRELEW AERO
2025-05-31,16.1,2.1,TRENQUE LAUQUEN
2025-05-31,13.2,1.8,TRES ARROYOS
2025-05-31,17.7,4.6,TUCUMAN AERO
2025-05-31,6.4,3.2,USHUAIA AERO
2025-05-31,14,-5,USPALLATA
2025-05-31,18,1,VENADO TUERTO AERO
2025-05-31,16.2,-0.5,VICTORICA
2025-05-31,13.1,1.2,VIEDMA AERO
2025-05-31,19.2,-0.3,VILLA DE MARIA DEL RIO SECO
2025-05-31,18.6,-0.1,VILLA DOLORES AERO
2025-05-31,15,-0.1,VILLA GESELL AERO
2025-05-31,16.8,-4.2,VILLA REYNOLDS AERO
2025-05-30,14.5,5.5,AEROPARQUE AERO
2025-05-30,12.3,1.8,AZUL AERO
2025-05-30,16.4,7.2,BAHIA BLANCA AERO
2025-05-30,9,3.6,BARILOCHE AERO
2025-05-30,-7,-13.1,BASE BELGRANO II
2025-05-30,0.3,-4.7,BASE CARLINI (EX JUBANY)
2025-05-30,-1.5,-5.2,BASE ESPERANZA
2025-05-30,-6.2,-14.8,BASE MARAMBIO
2025-05-30,-3.2,-7,BASE ORCADAS
2025-05-30,-2.6,-10.8,BASE SAN MARTIN
2025-05-30,12.5,3.2,BENITO JUAREZ
2025-05-30,13,4.4,BERNARDO DE IRIGOYEN AERO
2025-05-30,15.4,2.7,BOLIVAR AERO
2025-05-30,15.5,6.6,BUENOS AIRES OBSERVATORIO
2025-05-30,15.5,0.6,CAMPO DE MAYO AERO
2025-05-30,17.7,-1.1,CATAMARCA AERO
2025-05-30,18,2,CERES AERO
2025-05-30,17.5,2,CHAMICAL AERO
2025-05-30,9.6,3.8,CHAPELCO AERO
2025-05-30,18.2,3.9,CHEPES
2025-05-30,17.5,0,CHILECITO AERO
2025-05-30,14.3,6.8,COMODORO RIVADAVIA AERO
2025-05-30,15.1,2.4,CONCORDIA AERO
2025-05-30,18.6,-3.3,CORDOBA AERO
2025-05-30,22.5,2.1,CORDOBA OBSERVATORIO
2025-05-30,16.8,0.9,CORONEL SUAREZ AERO
2025-05-30,16.1,5.5,CORRIENTES AERO
2025-05-30,13.9,2.1,DOLORES AERO
2025-05-30,11,0.5,EL BOLSON AERO
2025-05-30,8.4,-0.6,EL CALAFATE AERO
2025-05-30,15.5,0,EL PALOMAR AERO
2025-05-30,,-2,ESCUELA DE AVIACION MILITAR AERO
2025-05-30,9.3,3,ESQUEL AERO
2025-05-30,14.5,5,EZEIZA AERO
2025-05-30,18.5,5.2,FORMOSA AERO
2025-05-30,18.7,2.3,GENERAL PICO AERO
2025-05-30,8,2,GOBERNADOR GREGORES AERO
2025-05-30,15.3,2.9,GUALEGUAYCHU AERO
2025-05-30,11.4,6.2,IGUAZU AERO
2025-05-30,16,9,ITUZAINGO
2025-05-30,16.4,,JACHAL
2025-05-30,18.6,0.5,JUJUY AERO
2025-05-30,18.6,1.5,JUJUY U N
2025-05-30,17.2,-0.2,JUNIN AERO
2025-05-30,14.5,2,LA PLATA AERO
2025-05-30,18.1,-7.3,LA QUIACA OBSERVATORIO
2025-05-30,18.1,0.8,LA RIOJA AERO
2025-05-30,19.6,1.2,LABOULAYE AERO
2025-05-30,14,4.5,LAS FLORES
2025-05-30,19.4,3.8,LAS LOMITAS
2025-05-30,16.5,-2.6,MALARGUE AERO
2025-05-30,9.4,-1,MAQUINCHAO
2025-05-30,12.6,3.1,MAR DEL PLATA AERO
2025-05-30,17,-0.7,MARCOS JUAREZ AERO
2025-05-30,,2.8,MARIANO MORENO AERO
2025-05-30,18.2,3.4,MENDOZA AERO
2025-05-30,,3.4,MENDOZA OBSERVATORIO
2025-05-30,15.4,5,MERCEDES AERO (CTES)
2025-05-30,,1.6,MERLO AERO
2025-05-30,17.4,2.5,METAN
2025-05-30,15.6,3.9,MONTE CASEROS AERO
2025-05-30,14.8,3.3,MORON AERO
2025-05-30,16.7,2.7,NEUQUEN AERO
2025-05-30,15.7,3.1,NUEVE DE JULIO
2025-05-30,15,7,OBERA
2025-05-30,12.5,-0.7,OLAVARRIA AERO
2025-05-30,20,4.4,ORAN AERO
2025-05-30,16,4,PARANA AERO
2025-05-30,11,2.6,PASO DE INDIOS
2025-05-30,16,4,PASO DE LOS LIBRES AERO
2025-05-30,16.6,4,PEHUAJO AERO
2025-05-30,9.3,3.4,PERITO MORENO AERO
2025-05-30,15.2,1.4,PIGUE AERO
2025-05-30,19.2,-1.2,PILAR OBSERVATORIO
2025-05-30,16.1,10,POSADAS AERO
2025-05-30,17.1,-0.3,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-30,9.8,2,PUERTO DESEADO AERO
2025-05-30,14,3,PUERTO MADRYN AERO
2025-05-30,14.5,3,PUNTA INDIO B.A.
2025-05-30,16.3,2.2,RAFAELA AERO
2025-05-30,15.7,4.9,RECONQUISTA AERO
2025-05-30,16.8,3.9,RESISTENCIA AERO
2025-05-30,18.4,-0.3,RIO CUARTO AERO
2025-05-30,5.8,-2,RIO GALLEGOS AERO
2025-05-30,6.8,2.4,RIO GRANDE B.A.
2025-05-30,21.5,3.8,RIVADAVIA
2025-05-30,16.2,1.7,ROSARIO AERO
2025-05-30,20.3,-0.6,SALTA AERO
2025-05-30,16.5,1.8,SAN ANTONIO OESTE AERO
2025-05-30,14.9,4,SAN FERNANDO AERO
2025-05-30,17.8,-1.7,SAN JUAN AERO
2025-05-30,9.3,1.6,SAN JULIAN AERO
2025-05-30,18.7,2.9,SAN LUIS AERO
2025-05-30,17.7,1.3,SAN MARTIN (MZA)
2025-05-30,17,3.6,SAN RAFAEL AERO
2025-05-30,8.2,0.2,SANTA CRUZ AERO
2025-05-30,18,5.3,SANTA ROSA AERO
2025-05-30,18.8,-4.4,SANTA ROSA DE CONLARA AERO
2025-05-30,20.5,-0.4,SANTIAGO DEL ESTERO AERO
2025-05-30,17,2.6,SAUCE VIEJO AERO
2025-05-30,17,3.4,SUNCHALES AERO
2025-05-30,11.6,0,TANDIL AERO
2025-05-30,19.7,2.5,TARTAGAL AERO
2025-05-30,18.2,1,TERMAS DE RIO HONDO AERO
2025-05-30,21.5,-1.5,TINOGASTA
2025-05-30,14.4,4.4,TRELEW AERO
2025-05-30,18.3,3.2,TRENQUE LAUQUEN
2025-05-30,15.3,5.6,TRES ARROYOS
2025-05-30,19.4,3.7,TUCUMAN AERO
2025-05-30,7.9,2.7,USHUAIA AERO
2025-05-30,18.5,-3.1,USPALLATA
2025-05-30,17.2,1,VENADO TUERTO AERO
2025-05-30,19,4.8,VICTORICA
2025-05-30,14.8,5,VIEDMA AERO
2025-05-30,19.6,-2.3,VILLA DE MARIA DEL RIO SECO
2025-05-30,17.5,1.4,VILLA DOLORES AERO
2025-05-30,12.2,0.4,VILLA GESELL AERO
2025-05-30,19.1,-2.7,VILLA REYNOLDS AERO
2025-05-29,13.5,6,AEROPARQUE AERO
2025-05-29,12.9,-2.7,AZUL AERO
2025-05-29,17.2,2.2,BAHIA BLANCA AERO
2025-05-29,13.3,-2.9,BARILOCHE AERO
2025-05-29,-11.4,-22.8,BASE BELGRANO II
2025-05-29,-3.5,-7.5,BASE CARLINI (EX JUBANY)
2025-05-29,0.5,-5.9,BASE ESPERANZA
2025-05-29,-5.4,-8.3,BASE MARAMBIO
2025-05-29,-5,-7.3,BASE ORCADAS
2025-05-29,-6.8,-10.3,BASE SAN MARTIN
2025-05-29,13.2,-1.2,BENITO JUAREZ
2025-05-29,7.3,2.8,BERNARDO DE IRIGOYEN AERO
2025-05-29,14.1,-0.7,BOLIVAR AERO
2025-05-29,13.7,4,BUENOS AIRES OBSERVATORIO
2025-05-29,12.4,0.3,CAMPO DE MAYO AERO
2025-05-29,18.2,1,CATAMARCA AERO
2025-05-29,16.1,-0.5,CERES AERO
2025-05-29,17.1,-1,CHAMICAL AERO
2025-05-29,15.5,0,CHAPELCO AERO
2025-05-29,16.8,0.1,CHEPES
2025-05-29,17.6,1,CHILECITO AERO
2025-05-29,15.5,6.6,COMODORO RIVADAVIA AERO
2025-05-29,13.3,1.6,CONCORDIA AERO
2025-05-29,17.9,-2.1,CORDOBA AERO
2025-05-29,18,1.2,CORDOBA OBSERVATORIO
2025-05-29,14.8,-0.7,CORONEL SUAREZ AERO
2025-05-29,14.6,5.3,CORRIENTES AERO
2025-05-29,12,1.1,DOLORES AERO
2025-05-29,9.8,-1.3,EL BOLSON AERO
2025-05-29,9.4,-1.9,EL CALAFATE AERO
2025-05-29,13.1,0.5,EL PALOMAR AERO
2025-05-29,,-2.6,ESCUELA DE AVIACION MILITAR AERO
2025-05-29,9,-4,ESQUEL AERO
2025-05-29,12.5,1.6,EZEIZA AERO
2025-05-29,15.3,4.6,FORMOSA AERO
2025-05-29,18.5,1.5,GENERAL PICO AERO
2025-05-29,9.5,1,GOBERNADOR GREGORES AERO
2025-05-29,13.2,1.5,GUALEGUAYCHU AERO
2025-05-29,12.6,3.8,IGUAZU AERO
2025-05-29,15,6.5,ITUZAINGO
2025-05-29,18,,JACHAL
2025-05-29,17,1.4,JUJUY AERO
2025-05-29,16.6,1.4,JUJUY U N
2025-05-29,14.5,-1.5,JUNIN AERO
2025-05-29,13.6,1.6,LA PLATA AERO
2025-05-29,18.2,-6.5,LA QUIACA OBSERVATORIO
2025-05-29,18.5,-1,LA RIOJA AERO
2025-05-29,17,-1,LABOULAYE AERO
2025-05-29,12.5,1.5,LAS FLORES
2025-05-29,16.5,3.8,LAS LOMITAS
2025-05-29,17,-2.1,MALARGUE AERO
2025-05-29,14,-6.3,MAQUINCHAO
2025-05-29,14.9,1.7,MAR DEL PLATA AERO
2025-05-29,15.6,-2.5,MARCOS JUAREZ AERO
2025-05-29,,0.5,MARIANO MORENO AERO
2025-05-29,16.2,3.2,MENDOZA AERO
2025-05-29,,2.5,MENDOZA OBSERVATORIO
2025-05-29,14,3,MERCEDES AERO (CTES)
2025-05-29,,1.5,MERLO AERO
2025-05-29,14.6,1.3,METAN
2025-05-29,13.4,3.1,MONTE CASEROS AERO
2025-05-29,12.5,1.8,MORON AERO
2025-05-29,19.6,0.3,NEUQUEN AERO
2025-05-29,14.5,1.4,NUEVE DE JULIO
2025-05-29,15,5,OBERA
2025-05-29,13.7,-1.7,OLAVARRIA AERO
2025-05-29,19.5,5.8,ORAN AERO
2025-05-29,13.5,3.2,PARANA AERO
2025-05-29,14.1,3.8,PASO DE INDIOS
2025-05-29,14,5.2,PASO DE LOS LIBRES AERO
2025-05-29,15.5,0.7,PEHUAJO AERO
2025-05-29,11.4,1,PERITO MORENO AERO
2025-05-29,14.2,-1.2,PIGUE AERO
2025-05-29,17.2,-0.7,PILAR OBSERVATORIO
2025-05-29,14.2,6.3,POSADAS AERO
2025-05-29,14.2,-0.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-29,12.5,2.5,PUERTO DESEADO AERO
2025-05-29,16.6,0.6,PUERTO MADRYN AERO
2025-05-29,12.2,4,PUNTA INDIO B.A.
2025-05-29,15.1,0.7,RAFAELA AERO
2025-05-29,14.3,2.8,RECONQUISTA AERO
2025-05-29,14.8,3.5,RESISTENCIA AERO
2025-05-29,17.7,-0.3,RIO CUARTO AERO
2025-05-29,7.5,-0.4,RIO GALLEGOS AERO
2025-05-29,5.8,-2,RIO GRANDE B.A.
2025-05-29,15,2.8,RIVADAVIA
2025-05-29,14.5,-1.4,ROSARIO AERO
2025-05-29,18,-1,SALTA AERO
2025-05-29,17,-0.3,SAN ANTONIO OESTE AERO
2025-05-29,12.9,2.8,SAN FERNANDO AERO
2025-05-29,16.5,-1.5,SAN JUAN AERO
2025-05-29,9.4,3.9,SAN JULIAN AERO
2025-05-29,17.1,2.4,SAN LUIS AERO
2025-05-29,17.5,2.2,SAN MARTIN (MZA)
2025-05-29,20.2,3.9,SAN RAFAEL AERO
2025-05-29,7.8,0.6,SANTA CRUZ AERO
2025-05-29,18.1,2,SANTA ROSA AERO
2025-05-29,15.5,-5,SANTA ROSA DE CONLARA AERO
2025-05-29,17.8,-2.2,SANTIAGO DEL ESTERO AERO
2025-05-29,15,-0.4,SAUCE VIEJO AERO
2025-05-29,15.2,-0.2,SUNCHALES AERO
2025-05-29,14.3,-2.1,TANDIL AERO
2025-05-29,17.8,3.5,TARTAGAL AERO
2025-05-29,17.5,-1,TERMAS DE RIO HONDO AERO
2025-05-29,20,-2,TINOGASTA
2025-05-29,17,-0.2,TRELEW AERO
2025-05-29,17.2,2.4,TRENQUE LAUQUEN
